EventId,EventName,IsTeamEvent,EventCategoryId,EventCategoryName,EventDateId,StartTime,EndTime,OrganizationMemberId,FirstName,LastName,Email,Phone,PriceToPay,PaidAmount,UnsubscribeFromMarketingEmails,UnsubscribeFromMarketingTextAlerts,SignedUpOnUtc,CancelledOnUtc
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010383,2025-07-08T09:00:00,2025-07-08T14:00:00,5887442,REDACTED,REDACTED,REDACTED,REDACTED,,,False,,2025-02-05T16:30:07.753,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010384,2025-07-09T09:00:00,2025-07-09T14:00:00,5887442,REDACTED,REDACTED,REDACTED,REDACTED,,,False,,2025-02-05T16:30:07.767,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010385,2025-07-10T09:00:00,2025-07-10T14:00:00,5887442,REDACTED,REDACTED,REDACTED,REDACTED,,,False,,2025-02-05T16:30:07.78,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010387,2025-07-11T09:00:00,2025-07-11T14:00:00,5887442,REDACTED,REDACTED,REDACTED,REDACTED,,,False,,2025-02-05T16:30:07.79,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010383,2025-07-08T09:00:00,2025-07-08T14:00:00,7143363,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.47,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010383,2025-07-08T09:00:00,2025-07-08T14:00:00,7143369,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.5,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010384,2025-07-09T09:00:00,2025-07-09T14:00:00,7143363,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.517,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010384,2025-07-09T09:00:00,2025-07-09T14:00:00,7143369,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.533,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010385,2025-07-10T09:00:00,2025-07-10T14:00:00,7143363,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.563,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010385,2025-07-10T09:00:00,2025-07-10T14:00:00,7143369,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.58,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010387,2025-07-11T09:00:00,2025-07-11T14:00:00,7143363,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.597,
1116968,Summer Kids Clinics - Ages 8-12,,65804,Kids Summer Camp,31010387,2025-07-11T09:00:00,2025-07-11T14:00:00,7143369,REDACTED,REDACTED,REDACTED,REDACTED,0.0,,False,,2025-04-28T23:40:49.627,
1382590,Cross Club 3.0-3.5 Tryout,,51017,Cross Club Events,37221735,2025-07-10T19:00:00,2025-07-10T21:00:00,3754359,REDACTED,REDACTED,REDACTED,REDACTED,20.0,20.0,False,,2025-06-26T01:22:39.737,
1382590,Cross Club 3.0-3.5 Tryout,,51017,Cross Club Events,37221735,2025-07-10T19:00:00,2025-07-10T21:00:00,5100435,REDACTED,REDACTED,REDACTED,REDACTED,20.0,20.0,False,,2025-06-26T12:24:53.94,
1382615,Cross Club 3.5-4.0 Tryout,,51017,Cross Club Events,37222318,2025-07-09T19:00:00,2025-07-09T21:00:00,4571450,REDACTED,REDACTED,REDACTED,REDACTED,20.0,20.0,False,,2025-06-19T22:52:46.537,
1382615,Cross Club 3.5-4.0 Tryout,,51017,Cross Club Events,37222317,2025-07-02T20:00:00,2025-07-02T22:00:00,5195510,REDACTED,REDACTED,REDACTED,REDACTED,20.0,20.0,False,,2025-06-20T22:24:17.42,
