FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MembershipName,Start,End,CourtLabels,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,ItemCost
Reservation,Reserve Court: Doubles,Court Fees (6002),40.0,40.0,0.0,4304420,,DROP IN (FREE Membership - $10 When You Come),2024-03-07T12:00:00,2024-03-07T13:00:00,Court #7,Credit Card,Fee,26790181,2024-03-06T20:45:55.767,2025-02-22T19:19:48.427,
Event Registration,Cross Club Events - Cross Club 4.5+ Tryouts,Court Fees (6002),25.0,25.0,0.0,4271622,,DROP IN (FREE Membership - $10 When You Come),2024-07-11T19:00:00,2024-07-11T22:00:00,"Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,33950726,2024-07-08T13:08:49.17,2025-02-10T12:09:03.84,
Event Registration,Advanced Beginner - Advanced Beginner Open Play,Organized Play Fees (6004),27.0,27.0,0.0,5114801,,DROP IN (FREE Membership - $10 When You Come),2024-08-11T13:00:00,2024-08-11T15:00:00,"Court #3, Court #4",Credit Card,Fee,35997911,2024-08-11T13:13:28.647,2025-02-12T15:25:55.377,
Event Registration,Cross Club Events - (4.0-4.5) Cross Club League Match Pickle Jar V All State,Court Fees (6002),28.0,28.0,0.0,6522034,1237922.0,DROP IN (FREE Membership - $10 When You Come),2024-10-03T19:00:00,2024-10-03T22:00:00,"Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,39406924,2024-10-03T18:27:15.153,2025-02-10T11:25:48.433,
Event Registration,Advanced Beginner - Advanced Beginner Open Play,Organized Play Fees (6004),27.0,27.0,0.0,5631167,,DROP IN (FREE Membership - $10 When You Come),2024-11-03T13:00:00,2024-11-03T15:00:00,"Court #7, Court #8",Credit Card,Fee,41476221,2024-11-03T11:50:27.473,2025-02-10T20:21:46.243,
Reservation,Reserve Court: Doubles,Court Fees (6002),80.0,80.0,0.0,5146780,1237074.0,DROP IN (FREE Membership - $10 When You Come),2025-01-31T18:00:00,2025-01-31T20:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,41861642,2024-11-08T10:05:05.853,2025-02-09T09:14:47.47,
Reservation,Reserve Court: Doubles,Court Fees (6002),30.0,30.0,0.0,4600330,,DROP IN (FREE Membership - $10 When You Come),2024-11-09T18:30:00,2024-11-09T20:30:00,"Court #7, Court #8",Credit Card,Fee,41956501,2024-11-09T14:12:05.013,2025-02-12T10:26:13.927,
POS,Equipment - Premium Paddle Demo - 1 Hour,Other POS (6006),5.0,5.0,0.0,4600330,,DROP IN (FREE Membership - $10 When You Come),2024-11-09T18:29:45.76,2024-11-09T18:29:45.76,,Credit Card,Fee,41974758,2024-11-09T18:29:45.76,2025-02-12T10:26:06.347,0.0
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,5795177,,DROP IN (FREE Membership - $10 When You Come),2024-11-11T20:00:00,2024-11-11T21:00:00,Court #5,Credit Card,Fee,42136207,2024-11-11T20:06:44.807,2025-02-14T08:54:42.747,
Event Registration,All Levels w/ Challenge Court - All You Can Play $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,5828931,,DROP IN (FREE Membership - $10 When You Come),2024-11-16T17:00:00,2024-11-16T21:00:00,"Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,42541094,2024-11-16T17:02:38.217,2025-02-11T16:25:41.593,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,5795177,,DROP IN (FREE Membership - $10 When You Come),2024-11-24T09:00:00,2024-11-24T10:00:00,Court #2,Credit Card,Fee,42999265,2024-11-22T10:03:54.517,2025-02-14T08:54:42.747,
Event Registration,Advanced Beginner - Open Play Advanced Beginner - 3.0,Organized Play Fees (6004),25.0,25.0,0.0,5849843,,DROP IN (FREE Membership - $10 When You Come),2024-11-29T09:00:00,2024-11-29T11:00:00,"Court #7, Court #8",Credit Card,Fee,43397716,2024-11-26T20:13:29.657,2025-02-13T16:18:39.447,
Reservation,Reserve Court: Singles,Court Fees (6002),30.0,30.0,0.0,5879068,,DROP IN (FREE Membership - $10 When You Come),2024-11-29T11:00:00,2024-11-29T12:00:00,Court #1,Credit Card,Fee,43438915,2024-11-27T11:31:58.073,2025-02-14T09:50:13.62,
Reservation,Reserve Court: Singles,Court Fees (6002),20.0,20.0,0.0,5879068,,DROP IN (FREE Membership - $10 When You Come),2024-11-29T12:00:00,2024-11-29T13:00:00,Court #1,Credit Card,Fee,43475456,2024-11-27T18:08:27.77,2025-02-14T09:50:13.62,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,5915888,1092342.0,DROP IN (FREE Membership - $10 When You Come),2024-11-30T15:00:00,2024-11-30T17:00:00,Court #1,Credit Card,Fee,43672173,2024-11-30T12:23:47.61,2025-02-11T17:49:42.243,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),27.0,27.0,0.0,5857338,,DROP IN (FREE Membership - $10 When You Come),2024-12-03T18:00:00,2024-12-03T20:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,43981484,2024-12-03T18:10:06.317,2025-02-09T09:26:13.01,
Event Registration,Advanced - 4.25+ Invitational Group,Organized Play Fees (6004),30.0,30.0,0.0,4781901,,DROP IN (FREE Membership - $10 When You Come),2024-12-03T20:00:00,2024-12-03T23:59:00,"Court #7, Court #8",Credit Card,Fee,43992743,2024-12-03T20:10:55.06,2025-02-16T16:20:53.027,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,5915888,1092342.0,DROP IN (FREE Membership - $10 When You Come),2024-12-04T12:30:00,2024-12-04T14:30:00,Court #1,Credit Card,Fee,43995078,2024-12-03T20:39:16.85,2025-02-11T17:49:36.193,
Reservation,Reserve Court: Doubles,Court Fees (6002),27.0,27.0,0.0,5795177,,DROP IN (FREE Membership - $10 When You Come),2024-12-08T09:00:00,2024-12-08T10:00:00,Court #1,Credit Card,Fee,44237658,2024-12-06T15:59:28.88,2025-02-14T08:54:42.747,
Event Registration,All Levels w/ Challenge Court - All You Can Play $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,4335294,,DROP IN (FREE Membership - $10 When You Come),2024-12-07T15:00:00,2024-12-07T19:00:00,"Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,44322562,2024-12-07T15:11:23.563,2025-02-14T08:10:36.923,
Reservation,Reserve Court: Singles,Court Fees (6002),30.0,30.0,0.0,5968964,,DROP IN (FREE Membership - $10 When You Come),2024-12-08T22:30:00,2024-12-08T23:30:00,Court #2,Credit Card,Fee,44424486,2024-12-08T22:31:25.237,2025-02-09T09:31:41.047,
Event Registration,All Levels w/ Challenge Court - All You Can Play $20 Flat - Free with Basic and Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,4335294,,DROP IN (FREE Membership - $10 When You Come),2024-12-09T21:00:00,2024-12-09T23:59:00,"Court #2, Court #3, Court #4, Court #5",Credit Card,Fee,44481159,2024-12-09T15:24:48.547,2025-02-14T08:10:36.923,
Reservation,Reserve Court: Singles,Court Fees (6002),20.0,20.0,0.0,6522599,,DROP IN (FREE Membership - $10 When You Come),2024-12-09T20:00:00,2024-12-09T21:00:00,Court #2,Credit Card,Fee,44509196,2024-12-09T20:01:48.343,2025-02-10T11:45:33.73,
Reservation,Reserve Court: Singles,Court Fees (6002),20.0,20.0,0.0,5974253,1694793.0,DROP IN (FREE Membership - $10 When You Come),2024-12-09T20:00:00,2024-12-09T21:00:00,Court #2,Credit Card,Fee,44509197,2024-12-09T20:01:48.377,2025-02-11T09:46:07.297,
POS,Equipment - Paddle Demo Program Month,Other POS (6006),10.0,10.0,0.0,5768245,,DROP IN (FREE Membership - $10 When You Come),2024-12-10T13:55:12.947,2024-12-10T13:55:12.947,,Credit Card,Fee,44566286,2024-12-10T13:55:12.947,2025-02-09T09:23:12.88,0.0
Event Registration,All Levels w/ Challenge Court - All You Can Play $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,5503409,1684810.0,Sweet & Sour - Seniors,2025-01-25T18:00:00,2025-01-25T21:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,44704363,2024-12-12T01:47:07.137,2025-02-09T09:19:25.923,
Reservation,Reserve Court: Doubles,Court Fees (6002),50.0,50.0,0.0,5959384,,DROP IN (FREE Membership - $10 When You Come),2024-12-14T11:00:00,2024-12-14T13:00:00,Court #7,Credit Card,Fee,44741749,2024-12-12T14:07:29.99,2025-02-09T09:31:22.377,
